username,date_only,year,month_number,weekday_number,is_weekend,has_activity,plays_count,first_play_time,last_play_time,active_hours_count,morning_plays,day_plays,evening_plays,night_plays,month,weekday,weekend
lobsterclaw,2021-01-24,2021,1,6,True,False,0,,,0,0,0,0,0,Январь,Воскресенье,Выходные
lobsterclaw,2021-01-25,2021,1,0,False,True,4,23:51:00,23:59:00,1,0,0,4,0,Январь,Понедельник,Будни
lobsterclaw,2021-01-26,2021,1,1,False,True,75,00:03:00,23:53:00,8,27,3,32,13,Январь,Вторник,Будни
lobsterclaw,2021-01-27,2021,1,2,False,True,54,00:02:00,20:17:00,10,10,10,11,23,Январь,Среда,Будни
lobsterclaw,2021-01-28,2021,1,3,False,True,70,13:22:00,23:16:00,9,0,55,15,0,Январь,Четверг,Будни
lobsterclaw,2021-01-29,2021,1,4,False,True,209,06:00:00,23:48:00,16,96,62,51,0,Январь,Пятница,Будни
lobsterclaw,2021-01-30,2021,1,5,True,True,258,00:01:00,20:57:00,18,18,98,59,83,Январь,Суббота,Выходные
lobsterclaw,2021-01-31,2021,1,6,True,True,227,08:15:00,23:58:00,16,35,88,104,0,Январь,Воскресенье,Выходные
massdosage,2021-01-01,2021,1,4,False,True,43,01:00:00,23:59:00,10,19,7,15,2,Январь,Пятница,Будни
massdosage,2021-01-02,2021,1,5,True,True,37,00:03:00,19:51:00,6,0,3,9,25,Январь,Суббота,Выходные
massdosage,2021-01-03,2021,1,6,True,True,37,12:34:00,19:55:00,5,0,29,8,0,Январь,Воскресенье,Выходные
massdosage,2021-01-04,2021,1,0,False,True,13,14:36:00,23:26:00,4,0,11,2,0,Январь,Понедельник,Будни
massdosage,2021-01-05,2021,1,1,False,True,11,10:53:00,15:44:00,5,8,3,0,0,Январь,Вторник,Будни
massdosage,2021-01-06,2021,1,2,False,True,49,10:40:00,22:31:00,8,1,35,13,0,Январь,Среда,Будни
massdosage,2021-01-07,2021,1,3,False,True,77,06:53:00,21:41:00,11,43,27,7,0,Январь,Четверг,Будни
massdosage,2021-01-08,2021,1,4,False,True,75,00:12:00,23:24:00,12,14,30,15,16,Январь,Пятница,Будни
massdosage,2021-01-09,2021,1,5,True,True,33,07:47:00,20:09:00,8,2,16,15,0,Январь,Суббота,Выходные
massdosage,2021-01-10,2021,1,6,True,True,96,02:43:00,21:51:00,11,19,2,48,27,Январь,Воскресенье,Выходные
massdosage,2021-01-11,2021,1,0,False,True,38,00:07:00,16:00:00,8,29,6,0,3,Январь,Понедельник,Будни
massdosage,2021-01-12,2021,1,1,False,True,2,11:22:00,14:22:00,2,1,1,0,0,Январь,Вторник,Будни
massdosage,2021-01-13,2021,1,2,False,True,83,01:36:00,23:45:00,11,3,15,21,44,Январь,Среда,Будни
massdosage,2021-01-14,2021,1,3,False,True,20,14:40:00,22:36:00,6,0,8,12,0,Январь,Четверг,Будни
massdosage,2021-01-15,2021,1,4,False,True,77,09:13:00,23:30:00,11,7,40,30,0,Январь,Пятница,Будни
massdosage,2021-01-16,2021,1,5,True,True,66,00:13:00,23:54:00,13,14,9,40,3,Январь,Суббота,Выходные
massdosage,2021-01-17,2021,1,6,True,True,125,00:02:00,21:23:00,14,1,70,35,19,Январь,Воскресенье,Выходные
massdosage,2021-01-18,2021,1,0,False,True,180,00:55:00,22:39:00,18,47,71,48,14,Январь,Понедельник,Будни
massdosage,2021-01-19,2021,1,1,False,True,165,01:42:00,23:57:00,16,4,49,42,70,Январь,Вторник,Будни
massdosage,2021-01-20,2021,1,2,False,True,93,00:00:00,22:52:00,17,17,44,10,22,Январь,Среда,Будни
massdosage,2021-01-21,2021,1,3,False,True,125,00:09:00,22:56:00,16,17,56,45,7,Январь,Четверг,Будни
massdosage,2021-01-22,2021,1,4,False,True,319,00:09:00,23:55:00,21,15,95,148,61,Январь,Пятница,Будни
massdosage,2021-01-23,2021,1,5,True,True,338,00:00:00,23:59:00,22,45,123,122,48,Январь,Суббота,Выходные
massdosage,2021-01-24,2021,1,6,True,True,146,00:12:00,21:45:00,19,38,54,20,34,Январь,Воскресенье,Выходные
massdosage,2021-01-25,2021,1,0,False,True,432,00:46:00,23:59:00,23,91,161,146,34,Январь,Понедельник,Будни
massdosage,2021-01-26,2021,1,1,False,True,694,00:03:00,23:59:00,23,165,321,157,51,Январь,Вторник,Будни
massdosage,2021-01-27,2021,1,2,False,True,937,00:02:00,23:59:00,24,204,326,265,142,Январь,Среда,Будни
massdosage,2021-01-28,2021,1,3,False,True,1097,00:03:00,23:59:00,24,147,455,406,89,Январь,Четверг,Будни
massdosage,2021-01-29,2021,1,4,False,True,2573,00:00:00,23:59:00,24,361,1090,908,214,Январь,Пятница,Будни
massdosage,2021-01-30,2021,1,5,True,True,3614,00:00:00,23:59:00,24,658,1017,1376,563,Январь,Суббота,Выходные
massdosage,2021-01-31,2021,1,6,True,True,7420,00:00:00,23:59:00,24,1103,2522,3171,624,Январь,Воскресенье,Выходные
mremond,2021-01-01,2021,1,4,False,False,0,,,0,0,0,0,0,Январь,Пятница,Будни
mremond,2021-01-02,2021,1,5,True,False,0,,,0,0,0,0,0,Январь,Суббота,Выходные
mremond,2021-01-03,2021,1,6,True,False,0,,,0,0,0,0,0,Январь,Воскресенье,Выходные
mremond,2021-01-04,2021,1,0,False,False,0,,,0,0,0,0,0,Январь,Понедельник,Будни
mremond,2021-01-05,2021,1,1,False,False,0,,,0,0,0,0,0,Январь,Вторник,Будни
mremond,2021-01-06,2021,1,2,False,True,21,14:44:00,16:07:00,3,0,21,0,0,Январь,Среда,Будни
mremond,2021-01-07,2021,1,3,False,False,0,,,0,0,0,0,0,Январь,Четверг,Будни
mremond,2021-01-08,2021,1,4,False,False,0,,,0,0,0,0,0,Январь,Пятница,Будни
mremond,2021-01-09,2021,1,5,True,False,0,,,0,0,0,0,0,Январь,Суббота,Выходные
mremond,2021-01-10,2021,1,6,True,False,0,,,0,0,0,0,0,Январь,Воскресенье,Выходные
mremond,2021-01-11,2021,1,0,False,False,0,,,0,0,0,0,0,Январь,Понедельник,Будни
mremond,2021-01-12,2021,1,1,False,False,0,,,0,0,0,0,0,Январь,Вторник,Будни
mremond,2021-01-13,2021,1,2,False,False,0,,,0,0,0,0,0,Январь,Среда,Будни
mremond,2021-01-14,2021,1,3,False,True,8,14:40:00,15:03:00,2,0,8,0,0,Январь,Четверг,Будни
mremond,2021-01-15,2021,1,4,False,True,24,13:51:00,20:53:00,4,0,12,12,0,Январь,Пятница,Будни
mremond,2021-01-16,2021,1,5,True,True,24,11:14:00,23:00:00,5,8,0,16,0,Январь,Суббота,Выходные
mremond,2021-01-17,2021,1,6,True,True,24,12:01:00,18:53:00,4,0,18,6,0,Январь,Воскресенье,Выходные
mremond,2021-01-18,2021,1,0,False,True,42,10:36:00,16:21:00,6,30,12,0,0,Январь,Понедельник,Будни
mremond,2021-01-19,2021,1,1,False,True,7,08:41:00,09:15:00,2,7,0,0,0,Январь,Вторник,Будни
mremond,2021-01-20,2021,1,2,False,True,2,22:27:00,22:34:00,1,0,0,2,0,Январь,Среда,Будни
mremond,2021-01-21,2021,1,3,False,False,0,,,0,0,0,0,0,Январь,Четверг,Будни
mremond,2021-01-22,2021,1,4,False,True,1,08:50:00,08:50:00,1,1,0,0,0,Январь,Пятница,Будни
mremond,2021-01-23,2021,1,5,True,True,2,12:03:00,12:07:00,1,0,2,0,0,Январь,Суббота,Выходные
mremond,2021-01-24,2021,1,6,True,False,0,,,0,0,0,0,0,Январь,Воскресенье,Выходные
mremond,2021-01-25,2021,1,0,False,True,4,23:51:00,23:59:00,1,0,0,4,0,Январь,Понедельник,Будни
mremond,2021-01-26,2021,1,1,False,True,75,00:03:00,23:53:00,8,27,3,32,13,Январь,Вторник,Будни
mremond,2021-01-27,2021,1,2,False,True,54,00:02:00,20:17:00,10,10,10,11,23,Январь,Среда,Будни
mremond,2021-01-28,2021,1,3,False,True,90,10:12:00,23:16:00,11,20,55,15,0,Январь,Четверг,Будни
mremond,2021-01-29,2021,1,4,False,True,225,06:00:00,23:59:00,17,104,63,58,0,Январь,Пятница,Будни
mremond,2021-01-30,2021,1,5,True,True,340,00:01:00,23:47:00,22,30,105,122,83,Январь,Суббота,Выходные
mremond,2021-01-31,2021,1,6,True,True,509,01:29:00,23:58:00,20,100,223,140,46,Январь,Воскресенье,Выходные
