session_id,session_number,username,session_start,session_end,session_date,year,month_number,weekday_number,start_hour,end_hour,day_part_start,is_weekend,plays_count,duration_minutes,active_hours_count,month,weekday,weekend
345,142,Knapster01,2021-01-20 13:29:00,2021-01-20 13:29:00,2021-01-20,2021,1,2,13,13,День,False,1,0,1,Январь,Среда,Будни
346,143,Knapster01,2021-01-20 14:59:00,2021-01-20 17:18:00,2021-01-20,2021,1,2,14,17,День,False,41,139,4,Январь,Среда,Будни
347,144,Knapster01,2021-01-20 17:58:00,2021-01-20 19:13:00,2021-01-20,2021,1,2,17,19,День,False,9,75,3,Январь,Среда,Будни
348,145,Knapster01,2021-01-20 20:22:00,2021-01-20 20:45:00,2021-01-20,2021,1,2,20,20,Вечер,False,7,23,1,Январь,Среда,Будни
349,146,Knapster01,2021-01-20 22:07:00,2021-01-20 23:35:00,2021-01-20,2021,1,2,22,23,Вечер,False,29,88,2,Январь,Среда,Будни
350,147,Knapster01,2021-01-21 00:29:00,2021-01-21 02:07:00,2021-01-21,2021,1,3,0,2,Ночь,False,19,98,3,Январь,Четверг,Будни
351,148,Knapster01,2021-01-21 03:30:00,2021-01-21 04:56:00,2021-01-21,2021,1,3,3,4,Ночь,False,32,86,2,Январь,Четверг,Будни
352,149,Knapster01,2021-01-21 05:52:00,2021-01-21 07:22:00,2021-01-21,2021,1,3,5,7,Ночь,False,20,90,3,Январь,Четверг,Будни
353,150,Knapster01,2021-01-21 08:43:00,2021-01-21 09:11:00,2021-01-21,2021,1,3,8,9,Утро,False,8,28,2,Январь,Четверг,Будни
354,151,Knapster01,2021-01-21 12:05:00,2021-01-21 12:23:00,2021-01-21,2021,1,3,12,12,День,False,5,18,1,Январь,Четверг,Будни
355,152,Knapster01,2021-01-21 13:02:00,2021-01-21 17:59:00,2021-01-21,2021,1,3,13,17,День,False,110,297,5,Январь,Четверг,Будни
356,153,Knapster01,2021-01-21 19:20:00,2021-01-21 19:20:00,2021-01-21,2021,1,3,19,19,Вечер,False,1,0,1,Январь,Четверг,Будни
357,154,Knapster01,2021-01-21 19:55:00,2021-01-21 22:43:00,2021-01-21,2021,1,3,19,22,Вечер,False,49,168,4,Январь,Четверг,Будни
358,155,Knapster01,2021-01-21 23:29:00,2021-01-21 23:36:00,2021-01-21,2021,1,3,23,23,Вечер,False,3,7,1,Январь,Четверг,Будни
359,156,Knapster01,2021-01-22 00:09:00,2021-01-22 10:15:00,2021-01-22,2021,1,4,0,10,Ночь,False,221,606,11,Январь,Пятница,Будни
360,157,Knapster01,2021-01-22 11:27:00,2021-01-22 22:45:00,2021-01-22,2021,1,4,11,22,Утро,False,189,678,12,Январь,Пятница,Будни
361,158,Knapster01,2021-01-22 23:18:00,2021-01-23 05:47:00,2021-01-22,2021,1,4,23,5,Вечер,False,104,389,7,Январь,Пятница,Будни
362,159,Knapster01,2021-01-23 08:08:00,2021-01-23 09:42:00,2021-01-23,2021,1,5,8,9,Утро,True,16,94,2,Январь,Суббота,Выходные
363,160,Knapster01,2021-01-23 11:03:00,2021-01-23 13:44:00,2021-01-23,2021,1,5,11,13,Утро,True,57,161,3,Январь,Суббота,Выходные
364,161,Knapster01,2021-01-23 14:15:00,2021-01-24 02:22:00,2021-01-23,2021,1,5,14,2,День,True,313,727,13,Январь,Суббота,Выходные
365,162,Knapster01,2021-01-24 05:17:00,2021-01-24 05:29:00,2021-01-24,2021,1,6,5,5,Ночь,True,3,12,1,Январь,Воскресенье,Выходные
366,163,Knapster01,2021-01-24 06:49:00,2021-01-24 08:56:00,2021-01-24,2021,1,6,6,8,Утро,True,36,127,3,Январь,Воскресенье,Выходные
367,164,Knapster01,2021-01-24 10:14:00,2021-01-24 12:09:00,2021-01-24,2021,1,6,10,12,Утро,True,55,115,3,Январь,Воскресенье,Выходные
368,165,Knapster01,2021-01-24 12:41:00,2021-01-24 20:12:00,2021-01-24,2021,1,6,12,20,День,True,260,451,9,Январь,Воскресенье,Выходные
369,166,Knapster01,2021-01-24 21:08:00,2021-01-24 21:08:00,2021-01-24,2021,1,6,21,21,Вечер,True,1,0,1,Январь,Воскресенье,Выходные
370,167,Knapster01,2021-01-24 21:45:00,2021-01-24 21:45:00,2021-01-24,2021,1,6,21,21,Вечер,True,1,0,1,Январь,Воскресенье,Выходные
371,168,Knapster01,2021-01-24 22:34:00,2021-01-24 22:47:00,2021-01-24,2021,1,6,22,22,Вечер,True,2,13,1,Январь,Воскресенье,Выходные
372,169,Knapster01,2021-01-24 23:19:00,2021-01-25 04:27:00,2021-01-24,2021,1,6,23,4,Вечер,True,110,308,6,Январь,Воскресенье,Выходные
373,170,Knapster01,2021-01-25 05:44:00,2021-01-25 07:37:00,2021-01-25,2021,1,0,5,7,Ночь,False,26,113,3,Январь,Понедельник,Будни
374,171,Knapster01,2021-01-25 08:20:00,2021-01-26 03:25:00,2021-01-25,2021,1,0,8,3,Утро,False,547,1145,20,Январь,Понедельник,Будни
375,172,Knapster01,2021-01-26 04:08:00,2021-01-26 08:08:00,2021-01-26,2021,1,1,4,8,Ночь,False,81,240,5,Январь,Вторник,Будни
376,173,Knapster01,2021-01-26 08:42:00,2021-01-26 20:02:00,2021-01-26,2021,1,1,8,20,Утро,False,514,680,13,Январь,Вторник,Будни
377,174,Knapster01,2021-01-26 20:43:00,2021-01-27 02:39:00,2021-01-26,2021,1,1,20,2,Вечер,False,138,356,7,Январь,Вторник,Будни
378,175,Knapster01,2021-01-27 03:19:00,2021-01-27 05:25:00,2021-01-27,2021,1,2,3,5,Ночь,False,46,126,3,Январь,Среда,Будни
379,176,Knapster01,2021-01-27 06:06:00,2021-01-31 23:59:00,2021-01-27,2021,1,2,6,23,Утро,False,22571,6833,24,Январь,Среда,Будни
380,1,Orlenay,2021-01-01 00:02:00,2021-01-01 01:06:00,2021-01-01,2021,1,4,0,1,Ночь,False,17,64,2,Январь,Пятница,Будни
381,2,Orlenay,2021-01-01 06:20:00,2021-01-01 06:20:00,2021-01-01,2021,1,4,6,6,Утро,False,1,0,1,Январь,Пятница,Будни
382,3,Orlenay,2021-01-01 16:29:00,2021-01-01 16:50:00,2021-01-01,2021,1,4,16,16,День,False,7,21,1,Январь,Пятница,Будни
383,4,Orlenay,2021-01-01 17:21:00,2021-01-01 17:26:00,2021-01-01,2021,1,4,17,17,День,False,2,5,1,Январь,Пятница,Будни
384,5,Orlenay,2021-01-01 19:14:00,2021-01-01 19:14:00,2021-01-01,2021,1,4,19,19,Вечер,False,1,0,1,Январь,Пятница,Будни
385,6,Orlenay,2021-01-01 21:33:00,2021-01-01 21:33:00,2021-01-01,2021,1,4,21,21,Вечер,False,1,0,1,Январь,Пятница,Будни
386,7,Orlenay,2021-01-02 00:03:00,2021-01-02 00:03:00,2021-01-02,2021,1,5,0,0,Ночь,True,1,0,1,Январь,Суббота,Выходные
387,8,Orlenay,2021-01-02 01:55:00,2021-01-02 03:15:00,2021-01-02,2021,1,5,1,3,Ночь,True,23,80,3,Январь,Суббота,Выходные
388,9,Orlenay,2021-01-02 12:15:00,2021-01-02 12:55:00,2021-01-02,2021,1,5,12,12,День,True,26,40,1,Январь,Суббота,Выходные
389,10,Orlenay,2021-01-02 16:07:00,2021-01-02 17:37:00,2021-01-02,2021,1,5,16,17,День,True,19,90,2,Январь,Суббота,Выходные
390,11,Orlenay,2021-01-02 18:15:00,2021-01-02 18:20:00,2021-01-02,2021,1,5,18,18,Вечер,True,2,5,1,Январь,Суббота,Выходные
391,12,Orlenay,2021-01-02 19:53:00,2021-01-02 19:57:00,2021-01-02,2021,1,5,19,19,Вечер,True,2,4,1,Январь,Суббота,Выходные
392,13,Orlenay,2021-01-03 11:10:00,2021-01-03 12:20:00,2021-01-03,2021,1,6,11,12,Утро,True,15,70,2,Январь,Воскресенье,Выходные
393,14,Orlenay,2021-01-03 19:23:00,2021-01-03 19:55:00,2021-01-03,2021,1,6,19,19,Вечер,True,8,32,1,Январь,Воскресенье,Выходные
394,15,Orlenay,2021-01-03 21:59:00,2021-01-03 22:42:00,2021-01-03,2021,1,6,21,22,Вечер,True,8,43,2,Январь,Воскресенье,Выходные
395,16,Orlenay,2021-01-04 16:58:00,2021-01-04 18:27:00,2021-01-04,2021,1,0,16,18,День,False,18,89,3,Январь,Понедельник,Будни
396,17,Orlenay,2021-01-04 23:35:00,2021-01-04 23:35:00,2021-01-04,2021,1,0,23,23,Вечер,False,1,0,1,Январь,Понедельник,Будни
397,18,Orlenay,2021-01-05 10:53:00,2021-01-05 11:18:00,2021-01-05,2021,1,1,10,11,Утро,False,8,25,2,Январь,Вторник,Будни
398,19,Orlenay,2021-01-05 17:20:00,2021-01-05 18:40:00,2021-01-05,2021,1,1,17,18,День,False,17,80,2,Январь,Вторник,Будни
399,20,Orlenay,2021-01-05 23:23:00,2021-01-05 23:23:00,2021-01-05,2021,1,1,23,23,Вечер,False,1,0,1,Январь,Вторник,Будни
400,21,Orlenay,2021-01-06 06:02:00,2021-01-06 06:58:00,2021-01-06,2021,1,2,6,6,Утро,False,13,56,1,Январь,Среда,Будни
401,22,Orlenay,2021-01-06 13:00:00,2021-01-06 14:02:00,2021-01-06,2021,1,2,13,14,День,False,17,62,2,Январь,Среда,Будни
402,23,Orlenay,2021-01-06 14:44:00,2021-01-06 16:07:00,2021-01-06,2021,1,2,14,16,День,False,22,83,3,Январь,Среда,Будни
403,24,Orlenay,2021-01-06 22:11:00,2021-01-06 22:29:00,2021-01-06,2021,1,2,22,22,Вечер,False,8,18,1,Январь,Среда,Будни
404,25,Orlenay,2021-01-07 03:00:00,2021-01-07 03:03:00,2021-01-07,2021,1,3,3,3,Ночь,False,2,3,1,Январь,Четверг,Будни
405,26,Orlenay,2021-01-07 16:22:00,2021-01-07 16:25:00,2021-01-07,2021,1,3,16,16,День,False,2,3,1,Январь,Четверг,Будни
406,27,Orlenay,2021-01-07 17:34:00,2021-01-07 17:34:00,2021-01-07,2021,1,3,17,17,День,False,1,0,1,Январь,Четверг,Будни
407,28,Orlenay,2021-01-07 21:41:00,2021-01-07 21:41:00,2021-01-07,2021,1,3,21,21,Вечер,False,1,0,1,Январь,Четверг,Будни
408,29,Orlenay,2021-01-08 19:36:00,2021-01-08 19:39:00,2021-01-08,2021,1,4,19,19,Вечер,False,2,3,1,Январь,Пятница,Будни
409,30,Orlenay,2021-01-09 00:20:00,2021-01-09 00:20:00,2021-01-09,2021,1,5,0,0,Ночь,True,1,0,1,Январь,Суббота,Выходные
410,31,Orlenay,2021-01-09 03:53:00,2021-01-09 04:00:00,2021-01-09,2021,1,5,3,4,Ночь,True,3,7,2,Январь,Суббота,Выходные
411,32,Orlenay,2021-01-09 11:05:00,2021-01-09 11:20:00,2021-01-09,2021,1,5,11,11,Утро,True,4,15,1,Январь,Суббота,Выходные
412,33,Orlenay,2021-01-09 12:08:00,2021-01-09 13:18:00,2021-01-09,2021,1,5,12,13,День,True,18,70,2,Январь,Суббота,Выходные
413,34,Orlenay,2021-01-09 15:08:00,2021-01-09 15:15:00,2021-01-09,2021,1,5,15,15,День,True,3,7,1,Январь,Суббота,Выходные
414,35,Orlenay,2021-01-09 19:24:00,2021-01-09 19:54:00,2021-01-09,2021,1,5,19,19,Вечер,True,2,30,1,Январь,Суббота,Выходные
415,36,Orlenay,2021-01-09 22:51:00,2021-01-09 23:56:00,2021-01-09,2021,1,5,22,23,Вечер,True,19,65,2,Январь,Суббота,Выходные
416,37,Orlenay,2021-01-10 02:46:00,2021-01-10 03:12:00,2021-01-10,2021,1,6,2,3,Ночь,True,8,26,2,Январь,Воскресенье,Выходные
417,38,Orlenay,2021-01-10 07:30:00,2021-01-10 07:30:00,2021-01-10,2021,1,6,7,7,Утро,True,1,0,1,Январь,Воскресенье,Выходные
418,39,Orlenay,2021-01-10 09:23:00,2021-01-10 09:55:00,2021-01-10,2021,1,6,9,9,Утро,True,9,32,1,Январь,Воскресенье,Выходные
419,40,Orlenay,2021-01-10 11:11:00,2021-01-10 11:48:00,2021-01-10,2021,1,6,11,11,Утро,True,10,37,1,Январь,Воскресенье,Выходные
420,41,Orlenay,2021-01-10 19:43:00,2021-01-10 19:43:00,2021-01-10,2021,1,6,19,19,Вечер,True,1,0,1,Январь,Воскресенье,Выходные
421,42,Orlenay,2021-01-10 23:08:00,2021-01-10 23:14:00,2021-01-10,2021,1,6,23,23,Вечер,True,3,6,1,Январь,Воскресенье,Выходные
422,43,Orlenay,2021-01-11 11:26:00,2021-01-11 11:52:00,2021-01-11,2021,1,0,11,11,Утро,False,8,26,1,Январь,Понедельник,Будни
423,44,Orlenay,2021-01-11 15:36:00,2021-01-11 15:39:00,2021-01-11,2021,1,0,15,15,День,False,2,3,1,Январь,Понедельник,Будни
424,45,Orlenay,2021-01-11 23:11:00,2021-01-11 23:18:00,2021-01-11,2021,1,0,23,23,Вечер,False,3,7,1,Январь,Понедельник,Будни
425,46,Orlenay,2021-01-12 09:44:00,2021-01-12 10:24:00,2021-01-12,2021,1,1,9,10,Утро,False,25,40,2,Январь,Вторник,Будни
426,47,Orlenay,2021-01-12 11:22:00,2021-01-12 11:32:00,2021-01-12,2021,1,1,11,11,Утро,False,3,10,1,Январь,Вторник,Будни
427,48,Orlenay,2021-01-12 15:35:00,2021-01-12 15:43:00,2021-01-12,2021,1,1,15,15,День,False,4,8,1,Январь,Вторник,Будни
428,49,Orlenay,2021-01-12 17:12:00,2021-01-12 17:38:00,2021-01-12,2021,1,1,17,17,День,False,11,26,1,Январь,Вторник,Будни
429,50,Orlenay,2021-01-13 09:24:00,2021-01-13 09:24:00,2021-01-13,2021,1,2,9,9,Утро,False,1,0,1,Январь,Среда,Будни
430,51,Orlenay,2021-01-13 10:56:00,2021-01-13 10:59:00,2021-01-13,2021,1,2,10,10,Утро,False,2,3,1,Январь,Среда,Будни
431,52,Orlenay,2021-01-13 19:21:00,2021-01-13 19:29:00,2021-01-13,2021,1,2,19,19,Вечер,False,3,8,1,Январь,Среда,Будни
432,53,Orlenay,2021-01-13 22:13:00,2021-01-13 22:13:00,2021-01-13,2021,1,2,22,22,Вечер,False,1,0,1,Январь,Среда,Будни
433,54,Orlenay,2021-01-13 22:48:00,2021-01-13 22:54:00,2021-01-13,2021,1,2,22,22,Вечер,False,2,6,1,Январь,Среда,Будни
434,55,Orlenay,2021-01-14 12:30:00,2021-01-14 12:30:00,2021-01-14,2021,1,3,12,12,День,False,1,0,1,Январь,Четверг,Будни
435,56,Orlenay,2021-01-14 14:40:00,2021-01-14 15:03:00,2021-01-14,2021,1,3,14,15,День,False,8,23,2,Январь,Четверг,Будни
436,57,Orlenay,2021-01-14 16:45:00,2021-01-14 16:45:00,2021-01-14,2021,1,3,16,16,День,False,1,0,1,Январь,Четверг,Будни
437,58,Orlenay,2021-01-15 09:13:00,2021-01-15 09:35:00,2021-01-15,2021,1,4,9,9,Утро,False,5,22,1,Январь,Пятница,Будни
438,59,Orlenay,2021-01-15 11:00:00,2021-01-15 15:07:00,2021-01-15,2021,1,4,11,15,Утро,False,69,247,5,Январь,Пятница,Будни
439,60,Orlenay,2021-01-15 16:15:00,2021-01-15 16:15:00,2021-01-15,2021,1,4,16,16,День,False,1,0,1,Январь,Пятница,Будни
440,61,Orlenay,2021-01-15 19:30:00,2021-01-15 20:53:00,2021-01-15,2021,1,4,19,20,Вечер,False,22,83,2,Январь,Пятница,Будни
441,62,Orlenay,2021-01-15 22:16:00,2021-01-16 00:32:00,2021-01-15,2021,1,4,22,0,Вечер,False,22,136,3,Январь,Пятница,Будни
442,63,Orlenay,2021-01-16 10:41:00,2021-01-16 11:38:00,2021-01-16,2021,1,5,10,11,Утро,True,9,57,2,Январь,Суббота,Выходные
443,64,Orlenay,2021-01-16 14:52:00,2021-01-16 16:27:00,2021-01-16,2021,1,5,14,16,День,True,22,95,3,Январь,Суббота,Выходные
444,65,Orlenay,2021-01-16 17:00:00,2021-01-16 17:35:00,2021-01-16,2021,1,5,17,17,День,True,8,35,1,Январь,Суббота,Выходные
445,66,Orlenay,2021-01-16 18:23:00,2021-01-16 18:23:00,2021-01-16,2021,1,5,18,18,Вечер,True,1,0,1,Январь,Суббота,Выходные
446,67,Orlenay,2021-01-16 21:38:00,2021-01-17 00:51:00,2021-01-16,2021,1,5,21,0,Вечер,True,55,193,4,Январь,Суббота,Выходные
447,68,Orlenay,2021-01-17 02:58:00,2021-01-17 03:42:00,2021-01-17,2021,1,6,2,3,Ночь,True,11,44,2,Январь,Воскресенье,Выходные
448,69,Orlenay,2021-01-17 12:01:00,2021-01-17 13:01:00,2021-01-17,2021,1,6,12,13,День,True,17,60,2,Январь,Воскресенье,Выходные
449,70,Orlenay,2021-01-17 15:06:00,2021-01-17 19:49:00,2021-01-17,2021,1,6,15,19,День,True,74,283,5,Январь,Воскресенье,Выходные
450,71,Orlenay,2021-01-17 20:23:00,2021-01-17 21:37:00,2021-01-17,2021,1,6,20,21,Вечер,True,16,74,2,Январь,Воскресенье,Выходные
451,72,Orlenay,2021-01-17 22:58:00,2021-01-17 23:26:00,2021-01-17,2021,1,6,22,23,Вечер,True,4,28,2,Январь,Воскресенье,Выходные
452,73,Orlenay,2021-01-18 03:08:00,2021-01-18 04:41:00,2021-01-18,2021,1,0,3,4,Ночь,False,35,93,2,Январь,Понедельник,Будни
453,74,Orlenay,2021-01-18 10:36:00,2021-01-18 12:03:00,2021-01-18,2021,1,0,10,12,Утро,False,38,87,3,Январь,Понедельник,Будни
454,75,Orlenay,2021-01-18 13:11:00,2021-01-18 13:11:00,2021-01-18,2021,1,0,13,13,День,False,1,0,1,Январь,Понедельник,Будни
455,76,Orlenay,2021-01-18 15:14:00,2021-01-18 15:28:00,2021-01-18,2021,1,0,15,15,День,False,3,14,1,Январь,Понедельник,Будни
456,77,Orlenay,2021-01-18 16:34:00,2021-01-18 16:40:00,2021-01-18,2021,1,0,16,16,День,False,2,6,1,Январь,Понедельник,Будни
457,78,Orlenay,2021-01-18 17:25:00,2021-01-18 22:39:00,2021-01-18,2021,1,0,17,22,День,False,69,314,6,Январь,Понедельник,Будни
458,79,Orlenay,2021-01-18 23:49:00,2021-01-18 23:49:00,2021-01-18,2021,1,0,23,23,Вечер,False,1,0,1,Январь,Понедельник,Будни
459,80,Orlenay,2021-01-19 02:27:00,2021-01-19 04:42:00,2021-01-19,2021,1,1,2,4,Ночь,False,38,135,3,Январь,Вторник,Будни
460,81,Orlenay,2021-01-19 05:58:00,2021-01-19 05:58:00,2021-01-19,2021,1,1,5,5,Ночь,False,1,0,1,Январь,Вторник,Будни
461,82,Orlenay,2021-01-19 08:31:00,2021-01-19 08:31:00,2021-01-19,2021,1,1,8,8,Утро,False,1,0,1,Январь,Вторник,Будни
462,83,Orlenay,2021-01-19 11:54:00,2021-01-19 11:54:00,2021-01-19,2021,1,1,11,11,Утро,False,1,0,1,Январь,Вторник,Будни
463,84,Orlenay,2021-01-19 13:02:00,2021-01-19 14:01:00,2021-01-19,2021,1,1,13,14,День,False,11,59,2,Январь,Вторник,Будни
464,85,Orlenay,2021-01-19 14:39:00,2021-01-19 14:43:00,2021-01-19,2021,1,1,14,14,День,False,2,4,1,Январь,Вторник,Будни
465,86,Orlenay,2021-01-19 16:12:00,2021-01-19 16:12:00,2021-01-19,2021,1,1,16,16,День,False,1,0,1,Январь,Вторник,Будни
466,87,Orlenay,2021-01-19 16:44:00,2021-01-19 16:53:00,2021-01-19,2021,1,1,16,16,День,False,3,9,1,Январь,Вторник,Будни
467,88,Orlenay,2021-01-19 18:47:00,2021-01-19 18:47:00,2021-01-19,2021,1,1,18,18,Вечер,False,1,0,1,Январь,Вторник,Будни
468,89,Orlenay,2021-01-20 06:53:00,2021-01-20 07:49:00,2021-01-20,2021,1,2,6,7,Утро,False,14,56,2,Январь,Среда,Будни
469,90,Orlenay,2021-01-20 09:00:00,2021-01-20 09:00:00,2021-01-20,2021,1,2,9,9,Утро,False,1,0,1,Январь,Среда,Будни
470,91,Orlenay,2021-01-20 10:04:00,2021-01-20 10:04:00,2021-01-20,2021,1,2,10,10,Утро,False,1,0,1,Январь,Среда,Будни
471,92,Orlenay,2021-01-20 11:53:00,2021-01-20 11:53:00,2021-01-20,2021,1,2,11,11,Утро,False,1,0,1,Январь,Среда,Будни
472,93,Orlenay,2021-01-20 18:17:00,2021-01-20 18:17:00,2021-01-20,2021,1,2,18,18,Вечер,False,1,0,1,Январь,Среда,Будни
473,94,Orlenay,2021-01-20 19:31:00,2021-01-20 19:46:00,2021-01-20,2021,1,2,19,19,Вечер,False,5,15,1,Январь,Среда,Будни
474,95,Orlenay,2021-01-20 20:33:00,2021-01-20 21:32:00,2021-01-20,2021,1,2,20,21,Вечер,False,6,59,2,Январь,Среда,Будни
475,96,Orlenay,2021-01-20 22:17:00,2021-01-20 22:41:00,2021-01-20,2021,1,2,22,22,Вечер,False,7,24,1,Январь,Среда,Будни
476,97,Orlenay,2021-01-20 23:25:00,2021-01-21 00:07:00,2021-01-20,2021,1,2,23,0,Вечер,False,10,42,2,Январь,Среда,Будни
477,98,Orlenay,2021-01-21 00:42:00,2021-01-21 00:52:00,2021-01-21,2021,1,3,0,0,Ночь,False,3,10,1,Январь,Четверг,Будни
478,99,Orlenay,2021-01-21 10:59:00,2021-01-21 13:10:00,2021-01-21,2021,1,3,10,13,Утро,False,21,131,4,Январь,Четверг,Будни
479,100,Orlenay,2021-01-21 14:24:00,2021-01-21 15:20:00,2021-01-21,2021,1,3,14,15,День,False,11,56,2,Январь,Четверг,Будни
480,101,Orlenay,2021-01-21 15:55:00,2021-01-21 18:29:00,2021-01-21,2021,1,3,15,18,День,False,47,154,4,Январь,Четверг,Будни
481,102,Orlenay,2021-01-21 19:33:00,2021-01-21 20:26:00,2021-01-21,2021,1,3,19,20,Вечер,False,6,53,2,Январь,Четверг,Будни
482,103,Orlenay,2021-01-21 22:05:00,2021-01-21 22:47:00,2021-01-21,2021,1,3,22,22,Вечер,False,8,42,1,Январь,Четверг,Будни
483,104,Orlenay,2021-01-22 01:09:00,2021-01-22 04:44:00,2021-01-22,2021,1,4,1,4,Ночь,False,51,215,4,Январь,Пятница,Будни
484,105,Orlenay,2021-01-22 08:04:00,2021-01-22 08:04:00,2021-01-22,2021,1,4,8,8,Утро,False,1,0,1,Январь,Пятница,Будни
485,106,Orlenay,2021-01-22 08:46:00,2021-01-22 10:15:00,2021-01-22,2021,1,4,8,10,Утро,False,20,89,3,Январь,Пятница,Будни
486,107,Orlenay,2021-01-22 12:46:00,2021-01-22 13:34:00,2021-01-22,2021,1,4,12,13,День,False,13,48,2,Январь,Пятница,Будни
487,108,Orlenay,2021-01-22 14:33:00,2021-01-22 15:19:00,2021-01-22,2021,1,4,14,15,День,False,9,46,2,Январь,Пятница,Будни
488,109,Orlenay,2021-01-22 17:12:00,2021-01-22 17:21:00,2021-01-22,2021,1,4,17,17,День,False,3,9,1,Январь,Пятница,Будни
489,110,Orlenay,2021-01-22 18:19:00,2021-01-22 22:03:00,2021-01-22,2021,1,4,18,22,Вечер,False,75,224,5,Январь,Пятница,Будни
490,111,Orlenay,2021-01-22 22:45:00,2021-01-22 23:32:00,2021-01-22,2021,1,4,22,23,Вечер,False,21,47,2,Январь,Пятница,Будни
491,112,Orlenay,2021-01-23 00:03:00,2021-01-23 00:12:00,2021-01-23,2021,1,5,0,0,Ночь,True,3,9,1,Январь,Суббота,Выходные
492,113,Orlenay,2021-01-23 01:30:00,2021-01-23 01:41:00,2021-01-23,2021,1,5,1,1,Ночь,True,3,11,1,Январь,Суббота,Выходные
493,114,Orlenay,2021-01-23 02:36:00,2021-01-23 02:36:00,2021-01-23,2021,1,5,2,2,Ночь,True,1,0,1,Январь,Суббота,Выходные
494,115,Orlenay,2021-01-23 03:13:00,2021-01-23 03:28:00,2021-01-23,2021,1,5,3,3,Ночь,True,5,15,1,Январь,Суббота,Выходные
495,116,Orlenay,2021-01-23 04:22:00,2021-01-23 04:22:00,2021-01-23,2021,1,5,4,4,Ночь,True,1,0,1,Январь,Суббота,Выходные
496,117,Orlenay,2021-01-23 07:31:00,2021-01-23 08:56:00,2021-01-23,2021,1,5,7,8,Утро,True,24,85,2,Январь,Суббота,Выходные
497,118,Orlenay,2021-01-23 10:05:00,2021-01-23 10:11:00,2021-01-23,2021,1,5,10,10,Утро,True,2,6,1,Январь,Суббота,Выходные
498,119,Orlenay,2021-01-23 11:03:00,2021-01-23 17:40:00,2021-01-23,2021,1,5,11,17,Утро,True,97,397,7,Январь,Суббота,Выходные
499,120,Orlenay,2021-01-23 18:12:00,2021-01-23 19:49:00,2021-01-23,2021,1,5,18,19,Вечер,True,29,97,2,Январь,Суббота,Выходные
500,121,Orlenay,2021-01-23 20:27:00,2021-01-23 23:29:00,2021-01-23,2021,1,5,20,23,Вечер,True,51,182,4,Январь,Суббота,Выходные
501,122,Orlenay,2021-01-24 07:40:00,2021-01-24 08:08:00,2021-01-24,2021,1,6,7,8,Утро,True,11,28,2,Январь,Воскресенье,Выходные
502,123,Orlenay,2021-01-24 10:21:00,2021-01-24 11:33:00,2021-01-24,2021,1,6,10,11,Утро,True,18,72,2,Январь,Воскресенье,Выходные
503,124,Orlenay,2021-01-24 12:43:00,2021-01-24 12:43:00,2021-01-24,2021,1,6,12,12,День,True,1,0,1,Январь,Воскресенье,Выходные
504,125,Orlenay,2021-01-24 13:19:00,2021-01-24 13:19:00,2021-01-24,2021,1,6,13,13,День,True,1,0,1,Январь,Воскресенье,Выходные
505,126,Orlenay,2021-01-24 13:57:00,2021-01-24 14:17:00,2021-01-24,2021,1,6,13,14,День,True,13,20,2,Январь,Воскресенье,Выходные
506,127,Orlenay,2021-01-24 16:08:00,2021-01-24 23:24:00,2021-01-24,2021,1,6,16,23,День,True,104,436,8,Январь,Воскресенье,Выходные
507,128,Orlenay,2021-01-25 00:46:00,2021-01-25 00:46:00,2021-01-25,2021,1,0,0,0,Ночь,False,1,0,1,Январь,Понедельник,Будни
508,129,Orlenay,2021-01-25 03:44:00,2021-01-25 03:44:00,2021-01-25,2021,1,0,3,3,Ночь,False,1,0,1,Январь,Понедельник,Будни
509,130,Orlenay,2021-01-25 08:20:00,2021-01-25 09:25:00,2021-01-25,2021,1,0,8,9,Утро,False,18,65,2,Январь,Понедельник,Будни
510,131,Orlenay,2021-01-25 11:05:00,2021-01-25 12:00:00,2021-01-25,2021,1,0,11,12,Утро,False,14,55,2,Январь,Понедельник,Будни
511,132,Orlenay,2021-01-25 12:58:00,2021-01-25 17:59:00,2021-01-25,2021,1,0,12,17,День,False,80,301,6,Январь,Понедельник,Будни
512,133,Orlenay,2021-01-25 18:34:00,2021-01-26 01:46:00,2021-01-25,2021,1,0,18,1,Вечер,False,177,432,8,Январь,Понедельник,Будни
513,134,Orlenay,2021-01-26 02:22:00,2021-01-26 02:26:00,2021-01-26,2021,1,1,2,2,Ночь,False,2,4,1,Январь,Вторник,Будни
514,135,Orlenay,2021-01-26 04:33:00,2021-01-26 04:41:00,2021-01-26,2021,1,1,4,4,Ночь,False,4,8,1,Январь,Вторник,Будни
515,136,Orlenay,2021-01-26 06:14:00,2021-01-26 06:23:00,2021-01-26,2021,1,1,6,6,Утро,False,2,9,1,Январь,Вторник,Будни
516,137,Orlenay,2021-01-26 07:15:00,2021-01-26 08:08:00,2021-01-26,2021,1,1,7,8,Утро,False,30,53,2,Январь,Вторник,Будни
517,138,Orlenay,2021-01-26 08:48:00,2021-01-26 09:11:00,2021-01-26,2021,1,1,8,9,Утро,False,3,23,2,Январь,Вторник,Будни
518,139,Orlenay,2021-01-26 10:13:00,2021-01-26 21:17:00,2021-01-26,2021,1,1,10,21,Утро,False,256,664,12,Январь,Вторник,Будни
