session_id,session_number,username,session_start,session_end,session_date,year,month_number,weekday_number,start_hour,end_hour,day_part_start,is_weekend,plays_count,duration_minutes,active_hours_count,month,weekday,weekend
1,1,Babs_05,2021-01-01 00:02:00,2021-01-01 01:06:00,2021-01-01,2021,1,4,0,1,Ночь,False,21,64,2,Январь,Пятница,Будни
2,2,Babs_05,2021-01-01 04:21:00,2021-01-01 04:21:00,2021-01-01,2021,1,4,4,4,Ночь,False,1,0,1,Январь,Пятница,Будни
3,3,Babs_05,2021-01-01 12:00:00,2021-01-01 12:00:00,2021-01-01,2021,1,4,12,12,День,False,1,0,1,Январь,Пятница,Будни
4,4,Babs_05,2021-01-01 15:37:00,2021-01-01 15:59:00,2021-01-01,2021,1,4,15,15,День,False,5,22,1,Январь,Пятница,Будни
5,5,Babs_05,2021-01-01 17:21:00,2021-01-01 17:26:00,2021-01-01,2021,1,4,17,17,День,False,2,5,1,Январь,Пятница,Будни
6,6,Babs_05,2021-01-01 22:52:00,2021-01-02 01:03:00,2021-01-01,2021,1,4,22,1,Вечер,False,38,131,4,Январь,Пятница,Будни
7,7,Babs_05,2021-01-02 14:19:00,2021-01-02 14:31:00,2021-01-02,2021,1,5,14,14,День,True,4,12,1,Январь,Суббота,Выходные
8,8,Babs_05,2021-01-02 15:41:00,2021-01-02 17:16:00,2021-01-02,2021,1,5,15,17,День,True,16,95,3,Январь,Суббота,Выходные
9,9,Babs_05,2021-01-02 18:32:00,2021-01-02 18:45:00,2021-01-02,2021,1,5,18,18,Вечер,True,4,13,1,Январь,Суббота,Выходные
10,10,Babs_05,2021-01-02 21:10:00,2021-01-02 21:46:00,2021-01-02,2021,1,5,21,21,Вечер,True,5,36,1,Январь,Суббота,Выходные
11,11,Babs_05,2021-01-03 00:53:00,2021-01-03 00:53:00,2021-01-03,2021,1,6,0,0,Ночь,True,1,0,1,Январь,Воскресенье,Выходные
12,12,Babs_05,2021-01-03 03:14:00,2021-01-03 03:14:00,2021-01-03,2021,1,6,3,3,Ночь,True,1,0,1,Январь,Воскресенье,Выходные
13,13,Babs_05,2021-01-03 04:16:00,2021-01-03 04:16:00,2021-01-03,2021,1,6,4,4,Ночь,True,1,0,1,Январь,Воскресенье,Выходные
14,14,Babs_05,2021-01-03 12:34:00,2021-01-03 13:22:00,2021-01-03,2021,1,6,12,13,День,True,29,48,2,Январь,Воскресенье,Выходные
15,15,Babs_05,2021-01-03 15:42:00,2021-01-03 16:16:00,2021-01-03,2021,1,6,15,16,День,True,10,34,2,Январь,Воскресенье,Выходные
16,16,Babs_05,2021-01-03 16:50:00,2021-01-03 17:05:00,2021-01-03,2021,1,6,16,17,День,True,2,15,2,Январь,Воскресенье,Выходные
17,17,Babs_05,2021-01-03 19:23:00,2021-01-03 19:55:00,2021-01-03,2021,1,6,19,19,Вечер,True,8,32,1,Январь,Воскресенье,Выходные
18,18,Babs_05,2021-01-04 06:19:00,2021-01-04 07:25:00,2021-01-04,2021,1,0,6,7,Утро,False,10,66,2,Январь,Понедельник,Будни
19,19,Babs_05,2021-01-04 11:55:00,2021-01-04 12:18:00,2021-01-04,2021,1,0,11,12,Утро,False,7,23,2,Январь,Понедельник,Будни
20,20,Babs_05,2021-01-04 16:43:00,2021-01-04 17:01:00,2021-01-04,2021,1,0,16,17,День,False,6,18,2,Январь,Понедельник,Будни
21,21,Babs_05,2021-01-04 18:08:00,2021-01-04 18:08:00,2021-01-04,2021,1,0,18,18,Вечер,False,1,0,1,Январь,Понедельник,Будни
22,22,Babs_05,2021-01-04 21:25:00,2021-01-04 21:38:00,2021-01-04,2021,1,0,21,21,Вечер,False,6,13,1,Январь,Понедельник,Будни
23,23,Babs_05,2021-01-04 23:49:00,2021-01-04 23:58:00,2021-01-04,2021,1,0,23,23,Вечер,False,3,9,1,Январь,Понедельник,Будни
24,24,Babs_05,2021-01-05 01:55:00,2021-01-05 01:55:00,2021-01-05,2021,1,1,1,1,Ночь,False,1,0,1,Январь,Вторник,Будни
25,25,Babs_05,2021-01-05 09:04:00,2021-01-05 11:18:00,2021-01-05,2021,1,1,9,11,Утро,False,29,134,3,Январь,Вторник,Будни
26,26,Babs_05,2021-01-05 13:43:00,2021-01-05 13:59:00,2021-01-05,2021,1,1,13,13,День,False,5,16,1,Январь,Вторник,Будни
27,27,Babs_05,2021-01-05 15:44:00,2021-01-05 15:44:00,2021-01-05,2021,1,1,15,15,День,False,1,0,1,Январь,Вторник,Будни
28,28,Babs_05,2021-01-05 17:53:00,2021-01-05 18:36:00,2021-01-05,2021,1,1,17,18,День,False,6,43,2,Январь,Вторник,Будни
29,29,Babs_05,2021-01-06 00:16:00,2021-01-06 00:52:00,2021-01-06,2021,1,2,0,0,Ночь,False,9,36,1,Январь,Среда,Будни
30,30,Babs_05,2021-01-06 01:32:00,2021-01-06 02:39:00,2021-01-06,2021,1,2,1,2,Ночь,False,13,67,2,Январь,Среда,Будни
31,31,Babs_05,2021-01-06 04:18:00,2021-01-06 04:18:00,2021-01-06,2021,1,2,4,4,Ночь,False,1,0,1,Январь,Среда,Будни
32,32,Babs_05,2021-01-06 05:54:00,2021-01-06 05:54:00,2021-01-06,2021,1,2,5,5,Ночь,False,1,0,1,Январь,Среда,Будни
33,33,Babs_05,2021-01-06 10:40:00,2021-01-06 10:40:00,2021-01-06,2021,1,2,10,10,Утро,False,1,0,1,Январь,Среда,Будни
34,34,Babs_05,2021-01-06 16:12:00,2021-01-06 16:43:00,2021-01-06,2021,1,2,16,16,День,False,8,31,1,Январь,Среда,Будни
35,35,Babs_05,2021-01-06 17:30:00,2021-01-06 17:30:00,2021-01-06,2021,1,2,17,17,День,False,1,0,1,Январь,Среда,Будни
36,36,Babs_05,2021-01-06 18:35:00,2021-01-06 18:35:00,2021-01-06,2021,1,2,18,18,Вечер,False,1,0,1,Январь,Среда,Будни
37,37,Babs_05,2021-01-06 22:26:00,2021-01-06 22:26:00,2021-01-06,2021,1,2,22,22,Вечер,False,1,0,1,Январь,Среда,Будни
38,38,Babs_05,2021-01-07 07:21:00,2021-01-07 08:42:00,2021-01-07,2021,1,3,7,8,Утро,False,25,81,2,Январь,Четверг,Будни
39,39,Babs_05,2021-01-07 10:30:00,2021-01-07 11:16:00,2021-01-07,2021,1,3,10,11,Утро,False,3,46,2,Январь,Четверг,Будни
40,40,Babs_05,2021-01-07 13:25:00,2021-01-07 14:19:00,2021-01-07,2021,1,3,13,14,День,False,9,54,2,Январь,Четверг,Будни
41,41,Babs_05,2021-01-07 22:30:00,2021-01-07 22:35:00,2021-01-07,2021,1,3,22,22,Вечер,False,2,5,1,Январь,Четверг,Будни
42,42,Babs_05,2021-01-08 03:03:00,2021-01-08 03:03:00,2021-01-08,2021,1,4,3,3,Ночь,False,1,0,1,Январь,Пятница,Будни
43,43,Babs_05,2021-01-08 03:38:00,2021-01-08 03:42:00,2021-01-08,2021,1,4,3,3,Ночь,False,2,4,1,Январь,Пятница,Будни
44,44,Babs_05,2021-01-08 05:32:00,2021-01-08 05:32:00,2021-01-08,2021,1,4,5,5,Ночь,False,1,0,1,Январь,Пятница,Будни
45,45,Babs_05,2021-01-08 06:06:00,2021-01-08 06:14:00,2021-01-08,2021,1,4,6,6,Утро,False,5,8,1,Январь,Пятница,Будни
46,46,Babs_05,2021-01-08 07:46:00,2021-01-08 08:02:00,2021-01-08,2021,1,4,7,8,Утро,False,5,16,2,Январь,Пятница,Будни
47,47,Babs_05,2021-01-08 11:41:00,2021-01-08 11:41:00,2021-01-08,2021,1,4,11,11,Утро,False,1,0,1,Январь,Пятница,Будни
48,48,Babs_05,2021-01-08 15:22:00,2021-01-08 16:11:00,2021-01-08,2021,1,4,15,16,День,False,9,49,2,Январь,Пятница,Будни
49,49,Babs_05,2021-01-08 18:25:00,2021-01-08 18:44:00,2021-01-08,2021,1,4,18,18,Вечер,False,4,19,1,Январь,Пятница,Будни
50,50,Babs_05,2021-01-08 19:16:00,2021-01-08 19:56:00,2021-01-08,2021,1,4,19,19,Вечер,False,5,40,1,Январь,Пятница,Будни
51,51,Babs_05,2021-01-08 21:16:00,2021-01-08 21:20:00,2021-01-08,2021,1,4,21,21,Вечер,False,2,4,1,Январь,Пятница,Будни
52,52,Babs_05,2021-01-08 22:23:00,2021-01-08 22:43:00,2021-01-08,2021,1,4,22,22,Вечер,False,2,20,1,Январь,Пятница,Будни
53,53,Babs_05,2021-01-08 23:51:00,2021-01-09 00:58:00,2021-01-08,2021,1,4,23,0,Вечер,False,12,67,2,Январь,Пятница,Будни
54,54,Babs_05,2021-01-09 03:07:00,2021-01-09 03:34:00,2021-01-09,2021,1,5,3,3,Ночь,True,6,27,1,Январь,Суббота,Выходные
55,55,Babs_05,2021-01-09 07:47:00,2021-01-09 07:47:00,2021-01-09,2021,1,5,7,7,Утро,True,1,0,1,Январь,Суббота,Выходные
56,56,Babs_05,2021-01-09 10:36:00,2021-01-09 10:49:00,2021-01-09,2021,1,5,10,10,Утро,True,3,13,1,Январь,Суббота,Выходные
57,57,Babs_05,2021-01-09 12:35:00,2021-01-09 15:28:00,2021-01-09,2021,1,5,12,15,День,True,50,173,4,Январь,Суббота,Выходные
58,58,Babs_05,2021-01-09 18:33:00,2021-01-09 18:35:00,2021-01-09,2021,1,5,18,18,Вечер,True,2,2,1,Январь,Суббота,Выходные
59,59,Babs_05,2021-01-09 20:56:00,2021-01-09 21:05:00,2021-01-09,2021,1,5,20,21,Вечер,True,2,9,2,Январь,Суббота,Выходные
60,60,Babs_05,2021-01-09 22:22:00,2021-01-09 23:09:00,2021-01-09,2021,1,5,22,23,Вечер,True,17,47,2,Январь,Суббота,Выходные
61,61,Babs_05,2021-01-09 23:52:00,2021-01-10 01:07:00,2021-01-09,2021,1,5,23,1,Вечер,True,18,75,3,Январь,Суббота,Выходные
62,62,Babs_05,2021-01-10 02:46:00,2021-01-10 03:03:00,2021-01-10,2021,1,6,2,3,Ночь,True,5,17,2,Январь,Воскресенье,Выходные
63,63,Babs_05,2021-01-10 04:49:00,2021-01-10 06:25:00,2021-01-10,2021,1,6,4,6,Ночь,True,11,96,3,Январь,Воскресенье,Выходные
64,64,Babs_05,2021-01-10 07:16:00,2021-01-10 07:16:00,2021-01-10,2021,1,6,7,7,Утро,True,1,0,1,Январь,Воскресенье,Выходные
65,65,Babs_05,2021-01-10 09:44:00,2021-01-10 09:44:00,2021-01-10,2021,1,6,9,9,Утро,True,2,0,1,Январь,Воскресенье,Выходные
66,66,Babs_05,2021-01-10 10:50:00,2021-01-10 10:50:00,2021-01-10,2021,1,6,10,10,Утро,True,1,0,1,Январь,Воскресенье,Выходные
67,67,Babs_05,2021-01-10 11:23:00,2021-01-10 11:43:00,2021-01-10,2021,1,6,11,11,Утро,True,6,20,1,Январь,Воскресенье,Выходные
68,68,Babs_05,2021-01-10 13:25:00,2021-01-10 13:25:00,2021-01-10,2021,1,6,13,13,День,True,1,0,1,Январь,Воскресенье,Выходные
69,69,Babs_05,2021-01-10 14:53:00,2021-01-10 15:32:00,2021-01-10,2021,1,6,14,15,День,True,9,39,2,Январь,Воскресенье,Выходные
70,70,Babs_05,2021-01-10 16:17:00,2021-01-10 16:17:00,2021-01-10,2021,1,6,16,16,День,True,1,0,1,Январь,Воскресенье,Выходные
71,71,Babs_05,2021-01-10 18:00:00,2021-01-10 18:11:00,2021-01-10,2021,1,6,18,18,Вечер,True,4,11,1,Январь,Воскресенье,Выходные
72,72,Babs_05,2021-01-10 18:48:00,2021-01-10 19:07:00,2021-01-10,2021,1,6,18,19,Вечер,True,4,19,2,Январь,Воскресенье,Выходные
73,73,Babs_05,2021-01-10 19:45:00,2021-01-10 20:09:00,2021-01-10,2021,1,6,19,20,Вечер,True,6,24,2,Январь,Воскресенье,Выходные
74,74,Babs_05,2021-01-10 21:26:00,2021-01-10 21:28:00,2021-01-10,2021,1,6,21,21,Вечер,True,2,2,1,Январь,Воскресенье,Выходные
75,75,Babs_05,2021-01-10 21:59:00,2021-01-10 22:57:00,2021-01-10,2021,1,6,21,22,Вечер,True,15,58,2,Январь,Воскресенье,Выходные
76,76,Babs_05,2021-01-10 23:46:00,2021-01-10 23:46:00,2021-01-10,2021,1,6,23,23,Вечер,True,1,0,1,Январь,Воскресенье,Выходные
77,77,Babs_05,2021-01-11 00:36:00,2021-01-11 02:19:00,2021-01-11,2021,1,0,0,2,Ночь,False,21,103,3,Январь,Понедельник,Будни
78,78,Babs_05,2021-01-11 07:55:00,2021-01-11 08:11:00,2021-01-11,2021,1,0,7,8,Утро,False,2,16,2,Январь,Понедельник,Будни
79,79,Babs_05,2021-01-11 10:16:00,2021-01-11 11:52:00,2021-01-11,2021,1,0,10,11,Утро,False,23,96,2,Январь,Понедельник,Будни
80,80,Babs_05,2021-01-11 15:11:00,2021-01-11 16:27:00,2021-01-11,2021,1,0,15,16,День,False,7,76,2,Январь,Понедельник,Будни
81,81,Babs_05,2021-01-11 17:20:00,2021-01-11 19:51:00,2021-01-11,2021,1,0,17,19,День,False,42,151,3,Январь,Понедельник,Будни
82,82,Babs_05,2021-01-11 22:41:00,2021-01-11 23:18:00,2021-01-11,2021,1,0,22,23,Вечер,False,7,37,2,Январь,Понедельник,Будни
83,83,Babs_05,2021-01-12 02:25:00,2021-01-12 02:45:00,2021-01-12,2021,1,1,2,2,Ночь,False,3,20,1,Январь,Вторник,Будни
84,84,Babs_05,2021-01-12 03:29:00,2021-01-12 03:52:00,2021-01-12,2021,1,1,3,3,Ночь,False,6,23,1,Январь,Вторник,Будни
85,85,Babs_05,2021-01-12 06:11:00,2021-01-12 06:17:00,2021-01-12,2021,1,1,6,6,Утро,False,4,6,1,Январь,Вторник,Будни
86,86,Babs_05,2021-01-12 10:18:00,2021-01-12 11:48:00,2021-01-12,2021,1,1,10,11,Утро,False,15,90,2,Январь,Вторник,Будни
87,87,Babs_05,2021-01-12 16:46:00,2021-01-12 20:13:00,2021-01-12,2021,1,1,16,20,День,False,67,207,5,Январь,Вторник,Будни
88,88,Babs_05,2021-01-12 22:09:00,2021-01-12 22:25:00,2021-01-12,2021,1,1,22,22,Вечер,False,5,16,1,Январь,Вторник,Будни
89,89,Babs_05,2021-01-13 01:31:00,2021-01-13 03:52:00,2021-01-13,2021,1,2,1,3,Ночь,False,50,141,3,Январь,Среда,Будни
90,90,Babs_05,2021-01-13 04:33:00,2021-01-13 04:41:00,2021-01-13,2021,1,2,4,4,Ночь,False,3,8,1,Январь,Среда,Будни
91,91,Babs_05,2021-01-13 06:40:00,2021-01-13 06:40:00,2021-01-13,2021,1,2,6,6,Утро,False,1,0,1,Январь,Среда,Будни
92,92,Babs_05,2021-01-13 10:56:00,2021-01-13 10:59:00,2021-01-13,2021,1,2,10,10,Утро,False,2,3,1,Январь,Среда,Будни
93,93,Babs_05,2021-01-13 13:18:00,2021-01-13 13:18:00,2021-01-13,2021,1,2,13,13,День,False,1,0,1,Январь,Среда,Будни
94,94,Babs_05,2021-01-13 14:10:00,2021-01-13 15:22:00,2021-01-13,2021,1,2,14,15,День,False,11,72,2,Январь,Среда,Будни
95,95,Babs_05,2021-01-13 16:34:00,2021-01-13 17:15:00,2021-01-13,2021,1,2,16,17,День,False,6,41,2,Январь,Среда,Будни
96,96,Babs_05,2021-01-13 18:56:00,2021-01-13 18:56:00,2021-01-13,2021,1,2,18,18,Вечер,False,1,0,1,Январь,Среда,Будни
97,97,Babs_05,2021-01-13 19:49:00,2021-01-13 21:15:00,2021-01-13,2021,1,2,19,21,Вечер,False,18,86,3,Январь,Среда,Будни
98,98,Babs_05,2021-01-13 22:09:00,2021-01-13 22:39:00,2021-01-13,2021,1,2,22,22,Вечер,False,8,30,1,Январь,Среда,Будни
99,99,Babs_05,2021-01-13 23:23:00,2021-01-14 01:47:00,2021-01-13,2021,1,2,23,1,Вечер,False,37,144,3,Январь,Среда,Будни
100,100,Babs_05,2021-01-14 14:22:00,2021-01-14 15:00:00,2021-01-14,2021,1,3,14,15,День,False,10,38,2,Январь,Четверг,Будни
101,101,Babs_05,2021-01-14 16:30:00,2021-01-14 16:45:00,2021-01-14,2021,1,3,16,16,День,False,4,15,1,Январь,Четверг,Будни
102,102,Babs_05,2021-01-14 17:39:00,2021-01-14 21:15:00,2021-01-14,2021,1,3,17,21,День,False,40,216,5,Январь,Четверг,Будни
103,103,Babs_05,2021-01-14 21:48:00,2021-01-14 21:52:00,2021-01-14,2021,1,3,21,21,Вечер,False,2,4,1,Январь,Четверг,Будни
104,104,Babs_05,2021-01-14 22:29:00,2021-01-15 00:42:00,2021-01-14,2021,1,3,22,0,Вечер,False,35,133,3,Январь,Четверг,Будни
105,105,Babs_05,2021-01-15 03:27:00,2021-01-15 03:27:00,2021-01-15,2021,1,4,3,3,Ночь,False,1,0,1,Январь,Пятница,Будни
106,106,Babs_05,2021-01-15 06:40:00,2021-01-15 07:07:00,2021-01-15,2021,1,4,6,7,Утро,False,2,27,2,Январь,Пятница,Будни
107,107,Babs_05,2021-01-15 09:13:00,2021-01-15 09:35:00,2021-01-15,2021,1,4,9,9,Утро,False,5,22,1,Январь,Пятница,Будни
108,108,Babs_05,2021-01-15 10:13:00,2021-01-15 10:31:00,2021-01-15,2021,1,4,10,10,Утро,False,2,18,1,Январь,Пятница,Будни
109,109,Babs_05,2021-01-15 11:24:00,2021-01-15 11:43:00,2021-01-15,2021,1,4,11,11,Утро,False,8,19,1,Январь,Пятница,Будни
110,110,Babs_05,2021-01-15 12:21:00,2021-01-15 12:56:00,2021-01-15,2021,1,4,12,12,День,False,5,35,1,Январь,Пятница,Будни
111,111,Babs_05,2021-01-15 13:48:00,2021-01-15 15:39:00,2021-01-15,2021,1,4,13,15,День,False,26,111,3,Январь,Пятница,Будни
112,112,Babs_05,2021-01-15 16:15:00,2021-01-15 18:36:00,2021-01-15,2021,1,4,16,18,День,False,28,141,3,Январь,Пятница,Будни
113,113,Babs_05,2021-01-15 19:45:00,2021-01-15 20:06:00,2021-01-15,2021,1,4,19,20,Вечер,False,8,21,2,Январь,Пятница,Будни
114,114,Babs_05,2021-01-15 21:26:00,2021-01-15 23:24:00,2021-01-15,2021,1,4,21,23,Вечер,False,26,118,3,Январь,Пятница,Будни
115,115,Babs_05,2021-01-16 00:13:00,2021-01-16 00:13:00,2021-01-16,2021,1,5,0,0,Ночь,True,1,0,1,Январь,Суббота,Выходные
116,116,Babs_05,2021-01-16 03:56:00,2021-01-16 04:26:00,2021-01-16,2021,1,5,3,4,Ночь,True,9,30,2,Январь,Суббота,Выходные
117,117,Babs_05,2021-01-16 05:17:00,2021-01-16 05:35:00,2021-01-16,2021,1,5,5,5,Ночь,True,6,18,1,Январь,Суббота,Выходные
118,118,Babs_05,2021-01-16 07:28:00,2021-01-16 07:28:00,2021-01-16,2021,1,5,7,7,Утро,True,1,0,1,Январь,Суббота,Выходные
119,119,Babs_05,2021-01-16 08:55:00,2021-01-16 09:23:00,2021-01-16,2021,1,5,8,9,Утро,True,10,28,2,Январь,Суббота,Выходные
120,120,Babs_05,2021-01-16 10:05:00,2021-01-16 13:30:00,2021-01-16,2021,1,5,10,13,Утро,True,52,205,4,Январь,Суббота,Выходные
121,121,Babs_05,2021-01-16 14:50:00,2021-01-16 14:50:00,2021-01-16,2021,1,5,14,14,День,True,1,0,1,Январь,Суббота,Выходные
122,122,Babs_05,2021-01-16 17:50:00,2021-01-16 23:00:00,2021-01-16,2021,1,5,17,23,День,True,69,310,7,Январь,Суббота,Выходные
123,123,Babs_05,2021-01-17 01:05:00,2021-01-17 01:23:00,2021-01-17,2021,1,6,1,1,Ночь,True,4,18,1,Январь,Воскресенье,Выходные
124,124,Babs_05,2021-01-17 02:20:00,2021-01-17 02:25:00,2021-01-17,2021,1,6,2,2,Ночь,True,2,5,1,Январь,Воскресенье,Выходные
125,125,Babs_05,2021-01-17 02:58:00,2021-01-17 04:01:00,2021-01-17,2021,1,6,2,4,Ночь,True,21,63,3,Январь,Воскресенье,Выходные
126,126,Babs_05,2021-01-17 05:15:00,2021-01-17 05:51:00,2021-01-17,2021,1,6,5,5,Ночь,True,11,36,1,Январь,Воскресенье,Выходные
127,127,Babs_05,2021-01-17 09:22:00,2021-01-17 09:33:00,2021-01-17,2021,1,6,9,9,Утро,True,2,11,1,Январь,Воскресенье,Выходные
128,128,Babs_05,2021-01-17 10:13:00,2021-01-17 10:28:00,2021-01-17,2021,1,6,10,10,Утро,True,3,15,1,Январь,Воскресенье,Выходные
129,129,Babs_05,2021-01-17 12:01:00,2021-01-17 13:01:00,2021-01-17,2021,1,6,12,13,День,True,17,60,2,Январь,Воскресенье,Выходные
130,130,Babs_05,2021-01-17 15:59:00,2021-01-17 20:31:00,2021-01-17,2021,1,6,15,20,День,True,119,272,6,Январь,Воскресенье,Выходные
131,131,Babs_05,2021-01-17 21:51:00,2021-01-17 21:51:00,2021-01-17,2021,1,6,21,21,Вечер,True,1,0,1,Январь,Воскресенье,Выходные
132,132,Babs_05,2021-01-18 00:38:00,2021-01-18 00:38:00,2021-01-18,2021,1,0,0,0,Ночь,False,1,0,1,Январь,Понедельник,Будни
133,133,Babs_05,2021-01-18 02:37:00,2021-01-18 02:57:00,2021-01-18,2021,1,0,2,2,Ночь,False,8,20,1,Январь,Понедельник,Будни
134,134,Babs_05,2021-01-18 04:11:00,2021-01-18 04:11:00,2021-01-18,2021,1,0,4,4,Ночь,False,1,0,1,Январь,Понедельник,Будни
135,135,Babs_05,2021-01-18 07:27:00,2021-01-18 08:03:00,2021-01-18,2021,1,0,7,8,Утро,False,7,36,2,Январь,Понедельник,Будни
136,136,Babs_05,2021-01-18 09:07:00,2021-01-18 09:07:00,2021-01-18,2021,1,0,9,9,Утро,False,1,0,1,Январь,Понедельник,Будни
137,137,Babs_05,2021-01-18 09:48:00,2021-01-18 09:53:00,2021-01-18,2021,1,0,9,9,Утро,False,2,5,1,Январь,Понедельник,Будни
138,138,Babs_05,2021-01-18 10:29:00,2021-01-18 12:14:00,2021-01-18,2021,1,0,10,12,Утро,False,50,105,3,Январь,Понедельник,Будни
139,139,Babs_05,2021-01-18 13:11:00,2021-01-18 13:11:00,2021-01-18,2021,1,0,13,13,День,False,1,0,1,Январь,Понедельник,Будни
140,140,Babs_05,2021-01-18 15:14:00,2021-01-18 15:55:00,2021-01-18,2021,1,0,15,15,День,False,10,41,1,Январь,Понедельник,Будни
141,141,Babs_05,2021-01-18 16:42:00,2021-01-18 18:05:00,2021-01-18,2021,1,0,16,18,День,False,27,83,3,Январь,Понедельник,Будни
142,142,Babs_05,2021-01-18 18:47:00,2021-01-18 18:53:00,2021-01-18,2021,1,0,18,18,Вечер,False,2,6,1,Январь,Понедельник,Будни
143,143,Babs_05,2021-01-18 20:02:00,2021-01-18 22:39:00,2021-01-18,2021,1,0,20,22,Вечер,False,48,157,3,Январь,Понедельник,Будни
144,144,Babs_05,2021-01-18 23:54:00,2021-01-19 00:13:00,2021-01-18,2021,1,0,23,0,Вечер,False,6,19,2,Январь,Понедельник,Будни
145,145,Babs_05,2021-01-19 01:31:00,2021-01-19 01:31:00,2021-01-19,2021,1,1,1,1,Ночь,False,1,0,1,Январь,Вторник,Будни
146,146,Babs_05,2021-01-19 02:27:00,2021-01-19 05:58:00,2021-01-19,2021,1,1,2,5,Ночь,False,78,211,4,Январь,Вторник,Будни
147,147,Babs_05,2021-01-19 06:42:00,2021-01-19 07:27:00,2021-01-19,2021,1,1,6,7,Утро,False,7,45,2,Январь,Вторник,Будни
148,148,Babs_05,2021-01-19 08:31:00,2021-01-19 08:59:00,2021-01-19,2021,1,1,8,8,Утро,False,2,28,1,Январь,Вторник,Будни
149,149,Babs_05,2021-01-19 11:11:00,2021-01-19 12:22:00,2021-01-19,2021,1,1,11,12,Утро,False,8,71,2,Январь,Вторник,Будни
150,150,Babs_05,2021-01-19 13:27:00,2021-01-19 13:42:00,2021-01-19,2021,1,1,13,13,День,False,5,15,1,Январь,Вторник,Будни
151,151,Babs_05,2021-01-19 14:21:00,2021-01-19 15:43:00,2021-01-19,2021,1,1,14,15,День,False,57,82,2,Январь,Вторник,Будни
152,152,Babs_05,2021-01-19 16:20:00,2021-01-19 21:13:00,2021-01-19,2021,1,1,16,21,День,False,80,293,6,Январь,Вторник,Будни
153,153,Babs_05,2021-01-19 23:25:00,2021-01-19 23:30:00,2021-01-19,2021,1,1,23,23,Вечер,False,3,5,1,Январь,Вторник,Будни
154,154,Babs_05,2021-01-20 00:02:00,2021-01-20 00:02:00,2021-01-20,2021,1,2,0,0,Ночь,False,1,0,1,Январь,Среда,Будни
155,155,Babs_05,2021-01-20 00:42:00,2021-01-20 00:47:00,2021-01-20,2021,1,2,0,0,Ночь,False,2,5,1,Январь,Среда,Будни
156,156,Babs_05,2021-01-20 04:37:00,2021-01-20 04:49:00,2021-01-20,2021,1,2,4,4,Ночь,False,5,12,1,Январь,Среда,Будни
157,157,Babs_05,2021-01-20 05:26:00,2021-01-20 05:26:00,2021-01-20,2021,1,2,5,5,Ночь,False,1,0,1,Январь,Среда,Будни
158,158,Babs_05,2021-01-20 07:25:00,2021-01-20 08:25:00,2021-01-20,2021,1,2,7,8,Утро,False,8,60,2,Январь,Среда,Будни
159,159,Babs_05,2021-01-20 10:01:00,2021-01-20 11:17:00,2021-01-20,2021,1,2,10,11,Утро,False,17,76,2,Январь,Среда,Будни
160,160,Babs_05,2021-01-20 11:51:00,2021-01-20 14:09:00,2021-01-20,2021,1,2,11,14,Утро,False,54,138,4,Январь,Среда,Будни
161,161,Babs_05,2021-01-20 15:10:00,2021-01-20 15:31:00,2021-01-20,2021,1,2,15,15,День,False,6,21,1,Январь,Среда,Будни
162,162,Babs_05,2021-01-20 16:41:00,2021-01-20 16:59:00,2021-01-20,2021,1,2,16,16,День,False,5,18,1,Январь,Среда,Будни
163,163,Babs_05,2021-01-20 17:42:00,2021-01-20 17:42:00,2021-01-20,2021,1,2,17,17,День,False,1,0,1,Январь,Среда,Будни
164,164,Babs_05,2021-01-20 19:02:00,2021-01-20 20:51:00,2021-01-20,2021,1,2,19,20,Вечер,False,31,109,2,Январь,Среда,Будни
165,165,Babs_05,2021-01-20 22:45:00,2021-01-20 23:22:00,2021-01-20,2021,1,2,22,23,Вечер,False,5,37,2,Январь,Среда,Будни
166,166,Babs_05,2021-01-21 00:09:00,2021-01-21 01:02:00,2021-01-21,2021,1,3,0,1,Ночь,False,4,53,2,Январь,Четверг,Будни
167,167,Babs_05,2021-01-21 02:53:00,2021-01-21 03:11:00,2021-01-21,2021,1,3,2,3,Ночь,False,2,18,2,Январь,Четверг,Будни
168,168,Babs_05,2021-01-21 07:45:00,2021-01-21 08:11:00,2021-01-21,2021,1,3,7,8,Утро,False,11,26,2,Январь,Четверг,Будни
169,169,Babs_05,2021-01-21 09:03:00,2021-01-21 10:49:00,2021-01-21,2021,1,3,9,10,Утро,False,26,106,2,Январь,Четверг,Будни
170,170,Babs_05,2021-01-21 12:42:00,2021-01-21 17:25:00,2021-01-21,2021,1,3,12,17,День,False,105,283,6,Январь,Четверг,Будни
171,171,Babs_05,2021-01-21 18:03:00,2021-01-21 22:11:00,2021-01-21,2021,1,3,18,22,Вечер,False,69,248,5,Январь,Четверг,Будни
172,172,Babs_05,2021-01-21 23:25:00,2021-01-22 05:10:00,2021-01-21,2021,1,3,23,5,Вечер,False,135,345,7,Январь,Четверг,Будни
173,173,Babs_05,2021-01-22 06:31:00,2021-01-22 09:04:00,2021-01-22,2021,1,4,6,9,Утро,False,22,153,4,Январь,Пятница,Будни
174,174,Babs_05,2021-01-22 09:36:00,2021-01-22 10:15:00,2021-01-22,2021,1,4,9,10,Утро,False,10,39,2,Январь,Пятница,Будни
